original_id,Entity Group ID,Entity Category,Entity Subgroup ID,Name,original_classification_dict
2297,Firm,,Contractor,Grizzly Construction LLC,"{'original_id': 2297, 'Name': 'Grizzly Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2299,Firm,,Contractor,Habiscapes LLC,"{'original_id': 2299, 'Name': 'Habiscapes LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2300,Firm,Builder,Contractor,"Hammersmark Building Company, LLC","{'original_id': 2300, 'Name': 'Hammersmark Building Company, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Contractor'}"
2302,Firm,,Contractor,"Hawkeye Builders, Inc.","{'original_id': 2302, 'Name': 'Hawkeye Builders, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2303,Firm,,Contractor,Haylett Construction Inc.,"{'original_id': 2303, 'Name': 'Haylett Construction Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2307,Firm,,Contractor,"Highmark Construction, Inc.","{'original_id': 2307, 'Name': 'Highmark Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2308,Firm,,Contractor,"Hometown USA, Inc","{'original_id': 2308, 'Name': 'Hometown USA, Inc', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2309,Firm,,Contractor,Ichthus Construction LLC,"{'original_id': 2309, 'Name': 'Ichthus Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2311,Firm,,Contractor,"Shadeworks, Inc.","{'original_id': 2311, 'Name': 'Shadeworks, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2312,Firm,Utility - Power,Contractor,Idaho Power Company,"{'original_id': 2312, 'Name': 'Idaho Power Company', 'Entity Group ID': 'Firm', 'Entity Category': 'Utility - Power', 'Entity Subgroup ID': 'Contractor'}"
2314,Firm,Roofing,Contractor,"Infinity Roofing & Siding, Inc.","{'original_id': 2314, 'Name': 'Infinity Roofing & Siding, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Roofing', 'Entity Subgroup ID': 'Contractor'}"
2315,Firm,,Contractor,Infinity Signs Northwest,"{'original_id': 2315, 'Name': 'Infinity Signs Northwest', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2316,Firm,,Contractor,"Interior Systems, Inc.","{'original_id': 2316, 'Name': 'Interior Systems, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2317,Firm,,Contractor,Intermountain Roofing Co.,"{'original_id': 2317, 'Name': 'Intermountain Roofing Co.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2319,Firm,,Contractor,"JCooperHomes, LLC","{'original_id': 2319, 'Name': 'JCooperHomes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2320,Firm,,Contractor,"J. Schwartz Construction, LLC","{'original_id': 2320, 'Name': 'J. Schwartz Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2321,Firm,,Contractor,"Jim Macfarlane Construction, LLC","{'original_id': 2321, 'Name': 'Jim Macfarlane Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2322,Firm,,Contractor,"J.L.C.C., Inc.","{'original_id': 2322, 'Name': 'J.L.C.C., Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2323,Firm,,Contractor,John of All Trades,"{'original_id': 2323, 'Name': 'John of All Trades', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2324,Firm,,Contractor,"JR Hoover Construction, Inc.","{'original_id': 2324, 'Name': 'JR Hoover Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2325,Firm,,Contractor,JRG Construction LLC,"{'original_id': 2325, 'Name': 'JRG Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2326,Firm,,Contractor,"JSC Handyman Services, Inc.","{'original_id': 2326, 'Name': 'JSC Handyman Services, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2327,Firm,,Contractor,"JSE Enterprises, LLC","{'original_id': 2327, 'Name': 'JSE Enterprises, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2328,Firm,,Contractor,Judge Enterprises Inc,"{'original_id': 2328, 'Name': 'Judge Enterprises Inc', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2329,Firm,,Contractor,"K & G Construction, LLC","{'original_id': 2329, 'Name': 'K & G Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2330,Firm,,Contractor,K & D Builders,"{'original_id': 2330, 'Name': 'K & D Builders', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2331,Firm,Remodeling,Contractor,"Keilty Remodeling, Inc.","{'original_id': 2331, 'Name': 'Keilty Remodeling, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Remodeling', 'Entity Subgroup ID': 'Contractor'}"
2332,Firm,,Contractor,"Kelly Fisher Construction, LLC","{'original_id': 2332, 'Name': 'Kelly Fisher Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2333,Firm,,Contractor,KHI Construction,"{'original_id': 2333, 'Name': 'KHI Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2334,Firm,,Contractor,"Kraftwerk Remodel, Inc.","{'original_id': 2334, 'Name': 'Kraftwerk Remodel, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2336,Firm,,Contractor,"LaFever Roofing, Inc.","{'original_id': 2336, 'Name': 'LaFever Roofing, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2337,Firm,,Contractor,"Lakeview Construction, Inc.","{'original_id': 2337, 'Name': 'Lakeview Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2338,Firm,,Contractor,"Lambert Construction, Incorporated","{'original_id': 2338, 'Name': 'Lambert Construction, Incorporated', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2339,Firm,Construction - Excavating,Contractor,Brooks Excavation Inc.,"{'original_id': 2339, 'Name': 'Brooks Excavation Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Construction - Excavating', 'Entity Subgroup ID': 'Contractor'}"
2341,Firm,,Contractor,"MC Construction, Inc.","{'original_id': 2341, 'Name': 'MC Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2342,Firm,,Contractor,Michael Smith LLC,"{'original_id': 2342, 'Name': 'Michael Smith LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2343,Firm,,Contractor,Mike Geno Remodeling,"{'original_id': 2343, 'Name': 'Mike Geno Remodeling', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2346,Firm,,Contractor,Mountain View Roofing,"{'original_id': 2346, 'Name': 'Mountain View Roofing', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2347,Firm,,Contractor,Murphy Construction Company,"{'original_id': 2347, 'Name': 'Murphy Construction Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2348,Firm,,Contractor,"Mystic Pool and Spa, Inc.","{'original_id': 2348, 'Name': 'Mystic Pool and Spa, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2349,Firm,,Contractor,National Sign & Marketing Corporation,"{'original_id': 2349, 'Name': 'National Sign & Marketing Corporation', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2350,Firm,,Contractor,National Trim,"{'original_id': 2350, 'Name': 'National Trim', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2351,Firm,,Contractor,"Natural Born Painters, Inc.","{'original_id': 2351, 'Name': 'Natural Born Painters, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2352,Firm,,Contractor,Natural Hot Springs Pool and Spas,"{'original_id': 2352, 'Name': 'Natural Hot Springs Pool and Spas', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2353,Firm,,Contractor,Needham Roofing,"{'original_id': 2353, 'Name': 'Needham Roofing', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2355,Firm,,Contractor,"Nitzel Roofing, Inc.","{'original_id': 2355, 'Name': 'Nitzel Roofing, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2358,Firm,,Contractor,One Son Construction Inc.,"{'original_id': 2358, 'Name': 'One Son Construction Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2359,Firm,,Contractor,"Osmus Roofing, LLC","{'original_id': 2359, 'Name': 'Osmus Roofing, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2361,Firm,,Contractor,Pacific Home and Patio Inc.,"{'original_id': 2361, 'Name': 'Pacific Home and Patio Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2362,Firm,,Contractor,"Pacific Mobile Structures, Inc.","{'original_id': 2362, 'Name': 'Pacific Mobile Structures, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2363,Firm,,Contractor,Pacific Northern Environmental Corp.,"{'original_id': 2363, 'Name': 'Pacific Northern Environmental Corp.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2364,Firm,,Contractor,"Pacific Sierra Construction, LLC","{'original_id': 2364, 'Name': 'Pacific Sierra Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2365,Firm,,Contractor,Palisades Assets LLC,"{'original_id': 2365, 'Name': 'Palisades Assets LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2366,Firm,,Contractor,Paradigm Group L.L.C.,"{'original_id': 2366, 'Name': 'Paradigm Group L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2367,Firm,Remodeling,Contractor,Paul Davis Restoration & Restoration of Southwestern Idaho,"{'original_id': 2367, 'Name': 'Paul Davis Restoration & Restoration of Southwestern Idaho', 'Entity Group ID': 'Firm', 'Entity Category': 'Remodeling', 'Entity Subgroup ID': 'Contractor'}"
2368,Firm,,Contractor,"Perfection Construction, LLC","{'original_id': 2368, 'Name': 'Perfection Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2369,Firm,,"Builder, Contractor","Perkins Construction, Inc.","{'original_id': 2369, 'Name': 'Perkins Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder, Contractor'}"
2370,Firm,,Contractor,Pinnacle Roofing,"{'original_id': 2370, 'Name': 'Pinnacle Roofing', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2371,Firm,,Contractor,"Pioneer Roofing, LLC","{'original_id': 2371, 'Name': 'Pioneer Roofing, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2372,Firm,,Contractor,"Piper Construction, Inc.","{'original_id': 2372, 'Name': 'Piper Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2373,Firm,,Contractor,Precision Material Handling,"{'original_id': 2373, 'Name': 'Precision Material Handling', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2374,Firm,,Contractor,Prescott Construction Services,"{'original_id': 2374, 'Name': 'Prescott Construction Services', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2375,Firm,,Contractor,Pristine Pools and Spas LLC,"{'original_id': 2375, 'Name': 'Pristine Pools and Spas LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2376,Firm,,Contractor,"Procraft Construction, LLC","{'original_id': 2376, 'Name': 'Procraft Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2377,Firm,,Contractor,Professional Woodworks,"{'original_id': 2377, 'Name': 'Professional Woodworks', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2378,Firm,,Contractor,"Qualitree, Inc.","{'original_id': 2378, 'Name': 'Qualitree, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2379,Firm,,Contractor,"Quality Tile Roofing, Inc.","{'original_id': 2379, 'Name': 'Quality Tile Roofing, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2380,Firm,,Contractor,R & O Construction Company,"{'original_id': 2380, 'Name': 'R & O Construction Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2381,Firm,,Contractor,R.A.M. Development L.L.C.,"{'original_id': 2381, 'Name': 'R.A.M. Development L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2383,Firm,,Contractor,Red Jacket Renovation LLC,"{'original_id': 2383, 'Name': 'Red Jacket Renovation LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2385,Firm,,Contractor,Renewal By Andersen LLC,"{'original_id': 2385, 'Name': 'Renewal By Andersen LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2386,Firm,,Contractor,Reroofing Specialties Company,"{'original_id': 2386, 'Name': 'Reroofing Specialties Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2387,Firm,Other,Contractor,Resto Clean,"{'original_id': 2387, 'Name': 'Resto Clean', 'Entity Group ID': 'Firm', 'Entity Category': 'Other', 'Entity Subgroup ID': 'Contractor'}"
2388,Firm,,Contractor,Rimrock Roofing,"{'original_id': 2388, 'Name': 'Rimrock Roofing', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2389,Firm,,Contractor,"Rinderknecht Associates, Inc.","{'original_id': 2389, 'Name': 'Rinderknecht Associates, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2390,Firm,,Contractor,River Brook Custom Homes Inc.,"{'original_id': 2390, 'Name': 'River Brook Custom Homes Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2391,Firm,,Contractor,Riverstone Building Company,"{'original_id': 2391, 'Name': 'Riverstone Building Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2392,Firm,,Contractor,"R.M. Harrison and Company, Inc.","{'original_id': 2392, 'Name': 'R.M. Harrison and Company, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2393,Firm,,Contractor,R M R Builders LLC,"{'original_id': 2393, 'Name': 'R M R Builders LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2394,Firm,,Contractor,"Rock Placing Co., LLC","{'original_id': 2394, 'Name': 'Rock Placing Co., LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2395,Firm,,Contractor,"Rocky Mountain Group, Inc.","{'original_id': 2395, 'Name': 'Rocky Mountain Group, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2396,Firm,,Contractor,R Smith Home Solutions,"{'original_id': 2396, 'Name': 'R Smith Home Solutions', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2397,Firm,,Contractor,Roof Pro,"{'original_id': 2397, 'Name': 'Roof Pro', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2398,Firm,,Contractor,"Russ McCrea Builders, Inc.","{'original_id': 2398, 'Name': 'Russ McCrea Builders, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2399,Firm,,Contractor,Russell Construction Inc.,"{'original_id': 2399, 'Name': 'Russell Construction Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2401,Firm,,Contractor,Ryan Hays Construction,"{'original_id': 2401, 'Name': 'Ryan Hays Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2402,Firm,,Contractor,"S and D Mobile Home Set Up and Service, L.L.C.","{'original_id': 2402, 'Name': 'S and D Mobile Home Set Up and Service, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2403,Firm,,Contractor,Saki Construction LLC,"{'original_id': 2403, 'Name': 'Saki Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2404,Firm,,Contractor,Savoie Interiors Inc.,"{'original_id': 2404, 'Name': 'Savoie Interiors Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2405,Firm,,Contractor,Service Connection & Construction L.L.C.,"{'original_id': 2405, 'Name': 'Service Connection & Construction L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2406,Firm,Restoration,Contractor,ServiceMaster Restore,"{'original_id': 2406, 'Name': 'ServiceMaster Restore', 'Entity Group ID': 'Firm', 'Entity Category': 'Restoration', 'Entity Subgroup ID': 'Contractor'}"
2407,Firm,,Contractor,Siding Pros of Idaho LLC,"{'original_id': 2407, 'Name': 'Siding Pros of Idaho LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2408,Firm,,Contractor,Sign Pro,"{'original_id': 2408, 'Name': 'Sign Pro', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2409,Firm,,Contractor,"Signs By Smith, Inc.","{'original_id': 2409, 'Name': 'Signs By Smith, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2410,Firm,,Contractor,Signs Now,"{'original_id': 2410, 'Name': 'Signs Now', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2411,Firm,,Contractor,Silver Leaf Construction Management LLC,"{'original_id': 2411, 'Name': 'Silver Leaf Construction Management LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
2413,Firm,,Contractor,Sletten Construction Company,"{'original_id': 2413, 'Name': 'Sletten Construction Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
