original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,ID,Entity Group ID,Entity Subgroup ID,Entity Category,Name,IDSOS Name,status
2552,Private,Contractor,Plumbing,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Plumbing', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': 'The name indicates plumbing, but per rules, this is a specialty contractor.'}]",2552,Firm,Contractor,,Cloverdale Plumbing Company,CLOVERDALE PLUMBING COMPANY,7.0
2553,Private,Contractor,Concrete,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Concrete', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': 'The name and input suggest concrete work, but per rules, this is a specialty contractor.'}]",2553,Firm,Contractor,Concrete,Central Paving Co Inc,"CENTRAL PAVING CO., INC.",7.0
2554,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction', which could indicate a builder, but there is no explicit indication of residential or commercial building, so Contractor is more appropriate.""}]",2554,Firm,Contractor,,A Step Ahead Construction,American Ninja Roofing,7.0
2555,Private,Contractor,HVAC,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Mechanical', 'confidence': 60.0, 'reasoning': ""The name and 'Engineered Systems' could indicate engineering, but 'HVAC' as category and industry practice leans toward specialty contractor.""}]",2555,Firm,Engineer,HVAC,"ACCO Engineered Systems, Inc.","ACCO ENGINEERED SYSTEMS, INC.",7.0
2556,Private,Contractor,Excavation,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""Excavation is a specialty, but 'Construction' in the name could indicate general contracting. However, 'Excavation' is more specific.""}]",2556,Firm,Contractor,Construction - Excavating,Advanced Construction & Excavation Inc.,WESTERN STATES DUST CONTROL and Excavation INC.,7.0
2558,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""No category or specialty is given, but 'Contractor' is present in the subgroup, so default to 'General Contractor'.""}]",2558,Individual,Contractor,,Walter A Holland,,7.0
2559,Private,Contractor,General,75.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 35.0, 'reasoning': ""No category or specialty is given, but 'Contractor' is present in the subgroup, so default to 'General Contractor'.""}]",2559,Firm,Contractor,,Quadra,QUADRA,7.0
2561,Private,Architect,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': 'The name and both input fields clearly indicate architectural services.'}]",2561,Firm,Architect,Architectural,"Erstad Architects, PA","ERSTAD ARCHITECTS, PA",7.0
2563,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 70.0, 'reasoning': ""The input has 'Builder' as the subgroup, but the category is 'Construction'. Per rules, if 'Construction' is present, the category should be 'Contractor'. However, the presence of 'Builder' as a subgroup suggests a possible builder classification.""}]",2563,Firm,Builder,Construction,Petra Incorporated,PETRA INCORPORATED,5.0
2564,Private,Builder,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name 'Precision Builders' strongly suggests a builder, but if there is no indication of being a builder, default to contractor. Here, the name is clear.""}]",2564,Firm,Builder,,Precision Builders,PRECISION BUILDERS,7.0
2567,Private,Builder,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 70.0, 'reasoning': ""The subgroup is 'Builder', but the name is ambiguous. Defaulting to 'Builder' due to the subgroup, but 'Contractor' is a reasonable secondary.""}]",2567,Firm,Builder,,"TI Company, LLC (The)","TI COMPANY, LLC (THE)",7.0
2569,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': ""The name includes 'Home Solutions', which could suggest builder, but 'Contractor' is more directly supported by the input.""}]",2569,Firm,Contractor,,"Hollingshead Home Solutions, L.L.C.","HOLLINGSHEAD HOME SOLUTIONS, L.L.C.",7.0
2570,Private,Contractor,Remodeling,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Remodel Construction', which fits the 'Remodeling' specialty under Contractor. 'Builder' is less likely.""}]",2570,Firm,Contractor,,"Neitzel Remodel Construction, LLC","NEITZEL REMODEL CONSTRUCTION, LLC",7.0
2571,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name includes 'Construction', which by rule should be classified as 'Contractor'. However, some construction firms may also act as builders, so 'Builder' is a possible but less likely candidate.""}]",2571,Firm,Contractor,,"RJC Construction, Inc.",,7.0
2572,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name does not specify a specialty, and 'Contractor' is the subgroup. However, some contractors may also be builders, so 'Builder' is a possible but less likely candidate.""}]",2572,Firm,Contractor,,"Carpenters Son, Inc. (The)","CARPENTERS SON, INC. (THE)",7.0
2573,Private,Builder,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 70.0, 'reasoning': ""The subgroup is 'Builder', which by rule should be classified as 'Builder'. However, some builder firms may also act as general contractors.""}]",2573,Firm,Builder,,"Excel Group, LLC (The)","EXCEL GROUP, LLC (THE)",7.0
2579,Private,Builder,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 70.0, 'reasoning': ""The subgroup is 'Builder', which by rule should be classified as 'Builder'. However, some builder firms may also act as general contractors.""}]",2579,Firm,Builder,,"Ness, LLC","NESS, LLC",7.0
2580,Private,Builder,,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 65.0, 'reasoning': ""The name includes 'Builders', which by rule should be classified as 'Builder'. However, the presence of 'Developers' could indicate broader contracting activity.""}]",2580,Firm,Builder,,"Tri-Quest Builders & Developers, Inc.","Tri-Quest Builders & Developers, Inc.",7.0
2581,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""The name does not specify a specialty, so 'General' is most appropriate, but 'NULL' could be used if no specialty is indicated.""}]",2581,Firm,Contractor,,Alliance Construction Plus LP,ALLIANCE CONSTRUCTION PLUS LP,7.0
2582,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'NULL', 'confidence': 80.0, 'reasoning': ""No specialty is indicated in the name, so 'General' is most appropriate, but 'NULL' could be considered if strictly following the absence of specialty.""}]",2582,Firm,Contractor,,"Aztec Construction, Inc.","AZTEC CONSTRUCTION, INC.",7.0
2584,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 85.0, 'reasoning': ""The input includes both 'Builder' and 'Contractor'. Per rules, if there is no clear indication of being a Builder, default to Contractor, but Builder is a valid candidate.""}]",2584,Firm,"Builder, Contractor",,C.F. Construction,C.F. CONSTRUCTION,7.0
2585,Private,Contractor,Pools,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name specifies 'Pools', so this is the specialty. 'General' would only apply if no specialty was indicated.""}]",2585,Firm,Contractor,,"Custom Pools, Inc.","CUSTOM POOLS, INC.",7.0
2586,Private,Contractor,Roofing,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name specifies 'Roofing', so this is the specialty. 'General' would only apply if no specialty was indicated.""}]",2586,Firm,Contractor,,Tip Top Roofing,TIP TOP ROOFING,7.0
2587,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction', which could sometimes indicate a builder, but there is no explicit indication of residential or commercial building, so 'Contractor' is more appropriate.""}]",2587,Firm,Contractor,,Laminin Construction LLC,LAMININ CONSTRUCTION LLC,7.0
2588,Private,Contractor,Roofing,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name specifies 'Roofing', which is a specialty contractor, but if the specialty was unclear, 'General' would be used.""}]",2588,Firm,Contractor,,"K.D. Roofing, Inc.","K.D. ROOFING, INC.",7.0
2589,Private,Contractor,Pools,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name includes 'Pools', which is a specialty contractor, but could also be considered a builder of pools. However, 'Contractor' with 'Pools' is more consistent with the rules.""}]",2589,Firm,Contractor,,Infinity Pools LLC,INFINITY POOLS LLC,7.0
2590,Private,Contractor,Other,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The business is related to signs and awnings, which does not fit a standard specialty. 'Other' is most appropriate, but 'General' could be considered if forced.""}]",2590,Firm,Contractor,,"Bickford Sign & Awning, LLC","BICKFORD SIGN & AWNING, LLC",7.0
2591,Private,Contractor,Pools,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name includes 'Pools', which is a specialty contractor, but could also be considered a builder of pools. However, 'Contractor' with 'Pools' is more consistent with the rules.""}]",2591,Firm,Contractor,,Elite Pools. LLC,ELITE POOLS. LLC,7.0
2593,Private,Contractor,Electrical,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name 'Amp Electric' strongly suggests electrical contracting, but if not, 'Other' could be considered.""}]",2593,Firm,Contractor,,Amp Electric,AMP ELECTRIC,7.0
2594,Private,Contractor,HVAC,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': ""If the company does more than HVAC, 'General' could be considered, but the name is specific to heating and air.""}]",2594,Firm,Contractor,,"Ashley Heating & Air Conditioning, Inc.","ASHLEY HEATING & AIR CONDITIONING, INC.",7.0
2595,Private,Contractor,HVAC,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'Other', 'confidence': 20.0, 'reasoning': ""Refrigeration is closely related to HVAC, but if the business is more general, 'Other' could apply.""}]",2595,Firm,Contractor,,Cascade Refrigeration LLC,CASCADE REFRIGERATION LLC,7.0
2597,Private,Contractor,HVAC,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 10.0, 'reasoning': ""If 'Custom Air' does more than HVAC, 'General' could be considered, but the name suggests HVAC specialization.""}]",2597,Firm,Contractor,,Custom Air,CUSTOM AIR,7.0
2598,Private,Contractor,Electrical,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name 'Eco Electric' strongly suggests electrical contracting, but if not, 'Other' could be considered.""}]",2598,Firm,Contractor,,Eco Electric LLC,ECO ELECTRIC LLC,7.0
2599,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""No specialty is indicated in the name or input, so 'General' is most appropriate, but if more context was available, 'Other' could be considered.""}]",2599,Firm,Contractor,,"Elite Systems, Inc.","ELITE SYSTEMS, INC.",7.0
2600,Private,Contractor,Excavation,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 2.0, 'reasoning': ""The name and category both indicate excavation, so 'Contractor' with 'Excavation' is highly appropriate.""}]",2600,Firm,Contractor,Construction - Excavating,"Excavation Plus, LLC","EXCAVATION PLUS, LLC",7.0
2601,Private,Contractor,Plumbing,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 1.0, 'reasoning': 'The name clearly indicates plumbing as the specialty.'}]",2601,Firm,Contractor,,Excel Plumbing,EXCEL PLUMBING,7.0
2602,Private,Contractor,Electrical,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 1.0, 'reasoning': 'The name clearly indicates electrical as the specialty.'}]",2602,Firm,Contractor,,"Extreme Electric, Inc.","EXTREME ELECTRIC, INC.",7.0
2603,Private,Contractor,Electrical,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 1.0, 'reasoning': 'The name clearly indicates electrical as the specialty.'}]",2603,Firm,Contractor,,"Glenn Electric, Inc.","GLENN ELECTRIC, INC.",7.0
2604,Private,Contractor,HVAC,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name 'Heating Equipment' could refer to a general contractor, but the focus on heating suggests HVAC specialty.""}]",2604,Firm,Contractor,,Heating Equipment,HEATING EQUIPMENT,7.0
2605,Private,Contractor,HVAC,100.0,[],2605,Firm,Contractor,,J&D Heating and Air Conditioning Inc.,J&D HEATING AND AIR CONDITIONING INC.,7.0
2606,Private,Contractor,HVAC,100.0,[],2606,Firm,Contractor,,Jim's Heating & Cooling,JIM'S HEATING & COOLING,7.0
2607,Private,Contractor,Plumbing,100.0,[],2607,Firm,Contractor,,JRS Plumbing,JRS PLUMBING,7.0
2608,Private,Contractor,HVAC,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name 'Legends Mechanical LLC' could refer to a general mechanical contractor, but most mechanical firms in this context are HVAC-focused.""}]",2608,Firm,Contractor,,Legends Mechanical LLC,LEGENDS MECHANICAL LLC,7.0
2609,Private,Contractor,General,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name includes 'Construction', which could sometimes indicate a builder, but there is no explicit indication of residential or commercial building.""}]",2609,Firm,Contractor,,Liberty Construction,LIBERTY CONSTRUCTION,7.0
